source,metaedge,target,source_name,target_name,kind_of_source,kind_of_target
Disease::DOID:635,Disease - upregulates - Gene,Gene::84439,acquired immunodeficiency syndrome,HHIPL1,Disease,Gene
Disease::DOID:0050742,Disease - upregulates - Gene,Gene::161502,nicotine dependence,C15orf26,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::10238,systemic scleroderma,DCAF7,Disease,Gene
Disease::DOID:12365,Disease - upregulates - Gene,Gene::5058,malaria,PAK1,Disease,Gene
Disease::DOID:14330,Disease - upregulates - Gene,Gene::23313,Parkinson's disease,KIAA0930,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::84928,systemic scleroderma,TMEM209,Disease,Gene
Disease::DOID:263,Disease - upregulates - Gene,Gene::1003,kidney cancer,CDH5,Disease,Gene
Disease::DOID:3083,Disease - upregulates - Gene,Gene::253559,chronic obstructive pulmonary disease,CADM2,Disease,Gene
Disease::DOID:0050156,Disease - upregulates - Gene,Gene::55357,idiopathic pulmonary fibrosis,TBC1D2,Disease,Gene
Disease::DOID:2394,Disease - upregulates - Gene,Gene::131118,ovarian cancer,DNAJC19,Disease,Gene
Disease::DOID:1612,Disease - upregulates - Gene,Gene::7286,breast cancer,TUFT1,Disease,Gene
Disease::DOID:8577,Disease - upregulates - Gene,Gene::140606,ulcerative colitis,SELM,Disease,Gene
Disease::DOID:9206,Disease - upregulates - Gene,Gene::80736,Barrett's esophagus,SLC44A4,Disease,Gene
Disease::DOID:14227,Disease - upregulates - Gene,Gene::202309,azoospermia,GAPT,Disease,Gene
Disease::DOID:14330,Disease - upregulates - Gene,Gene::5863,Parkinson's disease,RGL2,Disease,Gene
Disease::DOID:3083,Disease - upregulates - Gene,Gene::8644,chronic obstructive pulmonary disease,AKR1C3,Disease,Gene
Disease::DOID:12365,Disease - upregulates - Gene,Gene::6249,malaria,CLIP1,Disease,Gene
Disease::DOID:7147,Disease - upregulates - Gene,Gene::6275,ankylosing spondylitis,S100A4,Disease,Gene
Disease::DOID:8778,Disease - upregulates - Gene,Gene::2022,Crohn's disease,ENG,Disease,Gene
Disease::DOID:8577,Disease - upregulates - Gene,Gene::8291,ulcerative colitis,DYSF,Disease,Gene
Disease::DOID:5419,Disease - upregulates - Gene,Gene::4534,schizophrenia,MTM1,Disease,Gene
Disease::DOID:8893,Disease - upregulates - Gene,Gene::3656,psoriasis,IRAK2,Disease,Gene
Disease::DOID:986,Disease - upregulates - Gene,Gene::6001,alopecia areata,RGS10,Disease,Gene
Disease::DOID:12365,Disease - upregulates - Gene,Gene::25797,malaria,QPCT,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::10181,systemic scleroderma,RBM5,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::26097,systemic scleroderma,CHTOP,Disease,Gene
Disease::DOID:332,Disease - upregulates - Gene,Gene::3355,amyotrophic lateral sclerosis,HTR1F,Disease,Gene
Disease::DOID:1909,Disease - upregulates - Gene,Gene::6566,melanoma,SLC16A1,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::6924,systemic scleroderma,TCEB3,Disease,Gene
Disease::DOID:13223,Disease - upregulates - Gene,Gene::3759,uterine fibroid,KCNJ2,Disease,Gene
Disease::DOID:635,Disease - upregulates - Gene,Gene::3604,acquired immunodeficiency syndrome,TNFRSF9,Disease,Gene
Disease::DOID:635,Disease - upregulates - Gene,Gene::10797,acquired immunodeficiency syndrome,MTHFD2,Disease,Gene
Disease::DOID:12365,Disease - upregulates - Gene,Gene::4238,malaria,MFAP3,Disease,Gene
Disease::DOID:9206,Disease - upregulates - Gene,Gene::27348,Barrett's esophagus,TOR1B,Disease,Gene
Disease::DOID:11612,Disease - upregulates - Gene,Gene::55700,polycystic ovary syndrome,MAP7D1,Disease,Gene
Disease::DOID:9008,Disease - upregulates - Gene,Gene::79871,psoriatic arthritis,RPAP2,Disease,Gene
Disease::DOID:1793,Disease - upregulates - Gene,Gene::9052,pancreatic cancer,GPRC5A,Disease,Gene
Disease::DOID:2986,Disease - upregulates - Gene,Gene::79902,IgA glomerulonephritis,NUP85,Disease,Gene
Disease::DOID:0050741,Disease - upregulates - Gene,Gene::10791,alcohol dependence,VAMP5,Disease,Gene
Disease::DOID:263,Disease - upregulates - Gene,Gene::837,kidney cancer,CASP4,Disease,Gene
Disease::DOID:1793,Disease - upregulates - Gene,Gene::56938,pancreatic cancer,ARNTL2,Disease,Gene
Disease::DOID:9008,Disease - upregulates - Gene,Gene::79800,psoriatic arthritis,CARF,Disease,Gene
Disease::DOID:9206,Disease - upregulates - Gene,Gene::64083,Barrett's esophagus,GOLPH3,Disease,Gene
Disease::DOID:2986,Disease - upregulates - Gene,Gene::166647,IgA glomerulonephritis,ADGRA3,Disease,Gene
Disease::DOID:14330,Disease - upregulates - Gene,Gene::100132406,Parkinson's disease,NBPF10,Disease,Gene
Disease::DOID:1909,Disease - upregulates - Gene,Gene::8701,melanoma,DNAH11,Disease,Gene
Disease::DOID:11612,Disease - upregulates - Gene,Gene::80736,polycystic ovary syndrome,SLC44A4,Disease,Gene
Disease::DOID:8577,Disease - upregulates - Gene,Gene::10095,ulcerative colitis,ARPC1B,Disease,Gene
Disease::DOID:12365,Disease - upregulates - Gene,Gene::50807,malaria,ASAP1,Disease,Gene
Disease::DOID:9008,Disease - upregulates - Gene,Gene::286451,psoriatic arthritis,YIPF6,Disease,Gene
Disease::DOID:14227,Disease - upregulates - Gene,Gene::79072,azoospermia,FASTKD3,Disease,Gene
Disease::DOID:263,Disease - upregulates - Gene,Gene::701,kidney cancer,BUB1B,Disease,Gene
Disease::DOID:12365,Disease - upregulates - Gene,Gene::10312,malaria,TCIRG1,Disease,Gene
Disease::DOID:8778,Disease - upregulates - Gene,Gene::10581,Crohn's disease,IFITM2,Disease,Gene
Disease::DOID:13223,Disease - upregulates - Gene,Gene::26508,uterine fibroid,HEYL,Disease,Gene
Disease::DOID:219,Disease - upregulates - Gene,Gene::1058,colon cancer,CENPA,Disease,Gene
Disease::DOID:3083,Disease - upregulates - Gene,Gene::6779,chronic obstructive pulmonary disease,STATH,Disease,Gene
Disease::DOID:9008,Disease - upregulates - Gene,Gene::8045,psoriatic arthritis,RASSF7,Disease,Gene
Disease::DOID:12365,Disease - upregulates - Gene,Gene::7130,malaria,TNFAIP6,Disease,Gene
Disease::DOID:14330,Disease - upregulates - Gene,Gene::6520,Parkinson's disease,SLC3A2,Disease,Gene
Disease::DOID:8893,Disease - upregulates - Gene,Gene::83786,psoriasis,FRMD8,Disease,Gene
Disease::DOID:635,Disease - upregulates - Gene,Gene::991,acquired immunodeficiency syndrome,CDC20,Disease,Gene
Disease::DOID:1793,Disease - upregulates - Gene,Gene::3959,pancreatic cancer,LGALS3BP,Disease,Gene
Disease::DOID:0050156,Disease - upregulates - Gene,Gene::8528,idiopathic pulmonary fibrosis,DDO,Disease,Gene
Disease::DOID:13223,Disease - upregulates - Gene,Gene::728712,uterine fibroid,SPANXA2,Disease,Gene
Disease::DOID:13223,Disease - upregulates - Gene,Gene::51460,uterine fibroid,SFMBT1,Disease,Gene
Disease::DOID:3083,Disease - upregulates - Gene,Gene::51586,chronic obstructive pulmonary disease,MED15,Disease,Gene
Disease::DOID:2531,Disease - upregulates - Gene,Gene::10561,hematologic cancer,IFI44,Disease,Gene
Disease::DOID:14330,Disease - upregulates - Gene,Gene::10482,Parkinson's disease,NXF1,Disease,Gene
Disease::DOID:7148,Disease - upregulates - Gene,Gene::23231,rheumatoid arthritis,SEL1L3,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::162073,systemic scleroderma,ITPRIPL2,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::80256,systemic scleroderma,FAM214B,Disease,Gene
Disease::DOID:0050742,Disease - upregulates - Gene,Gene::146223,nicotine dependence,CMTM4,Disease,Gene
Disease::DOID:986,Disease - upregulates - Gene,Gene::285966,alopecia areata,TCAF2,Disease,Gene
Disease::DOID:0050741,Disease - upregulates - Gene,Gene::27351,alcohol dependence,DESI1,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::160365,systemic scleroderma,CLECL1,Disease,Gene
Disease::DOID:10652,Disease - upregulates - Gene,Gene::57126,Alzheimer's disease,CD177,Disease,Gene
Disease::DOID:5419,Disease - upregulates - Gene,Gene::84263,schizophrenia,HSDL2,Disease,Gene
Disease::DOID:8577,Disease - upregulates - Gene,Gene::493869,ulcerative colitis,GPX8,Disease,Gene
Disease::DOID:3083,Disease - upregulates - Gene,Gene::79812,chronic obstructive pulmonary disease,MMRN2,Disease,Gene
Disease::DOID:635,Disease - upregulates - Gene,Gene::983,acquired immunodeficiency syndrome,CDK1,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::84314,systemic scleroderma,TMEM107,Disease,Gene
Disease::DOID:9008,Disease - upregulates - Gene,Gene::29761,psoriatic arthritis,USP25,Disease,Gene
Disease::DOID:8577,Disease - upregulates - Gene,Gene::10288,ulcerative colitis,LILRB2,Disease,Gene
Disease::DOID:9206,Disease - upregulates - Gene,Gene::1755,Barrett's esophagus,DMBT1,Disease,Gene
Disease::DOID:12365,Disease - upregulates - Gene,Gene::3017,malaria,HIST1H2BD,Disease,Gene
Disease::DOID:332,Disease - upregulates - Gene,Gene::8460,amyotrophic lateral sclerosis,TPST1,Disease,Gene
Disease::DOID:0050156,Disease - upregulates - Gene,Gene::5738,idiopathic pulmonary fibrosis,PTGFRN,Disease,Gene
Disease::DOID:8893,Disease - upregulates - Gene,Gene::10205,psoriasis,MPZL2,Disease,Gene
Disease::DOID:9008,Disease - upregulates - Gene,Gene::57185,psoriatic arthritis,NIPAL3,Disease,Gene
Disease::DOID:9206,Disease - upregulates - Gene,Gene::29066,Barrett's esophagus,ZC3H7A,Disease,Gene
Disease::DOID:10283,Disease - upregulates - Gene,Gene::54442,prostate cancer,KCTD5,Disease,Gene
Disease::DOID:3083,Disease - upregulates - Gene,Gene::9920,chronic obstructive pulmonary disease,KBTBD11,Disease,Gene
Disease::DOID:9206,Disease - upregulates - Gene,Gene::372,Barrett's esophagus,ARCN1,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::55909,systemic scleroderma,BIN3,Disease,Gene
Disease::DOID:263,Disease - upregulates - Gene,Gene::226,kidney cancer,ALDOA,Disease,Gene
Disease::DOID:8893,Disease - upregulates - Gene,Gene::7447,psoriasis,VSNL1,Disease,Gene
Disease::DOID:635,Disease - upregulates - Gene,Gene::3430,acquired immunodeficiency syndrome,IFI35,Disease,Gene
Disease::DOID:7148,Disease - upregulates - Gene,Gene::608,rheumatoid arthritis,TNFRSF17,Disease,Gene
Disease::DOID:7148,Disease - upregulates - Gene,Gene::11235,rheumatoid arthritis,PDCD10,Disease,Gene
Disease::DOID:635,Disease - upregulates - Gene,Gene::55233,acquired immunodeficiency syndrome,MOB1A,Disease,Gene
Disease::DOID:986,Disease - upregulates - Gene,Gene::375033,alopecia areata,PEAR1,Disease,Gene
Disease::DOID:7147,Disease - upregulates - Gene,Gene::1535,ankylosing spondylitis,CYBA,Disease,Gene
Disease::DOID:2394,Disease - upregulates - Gene,Gene::6499,ovarian cancer,SKIV2L,Disease,Gene
Disease::DOID:0050741,Disease - upregulates - Gene,Gene::84888,alcohol dependence,SPPL2A,Disease,Gene
Disease::DOID:9970,Disease - upregulates - Gene,Gene::7076,obesity,TIMP1,Disease,Gene
Disease::DOID:14227,Disease - upregulates - Gene,Gene::57205,azoospermia,ATP10D,Disease,Gene
Disease::DOID:0050156,Disease - upregulates - Gene,Gene::7162,idiopathic pulmonary fibrosis,TPBG,Disease,Gene
Disease::DOID:8577,Disease - upregulates - Gene,Gene::27071,ulcerative colitis,DAPP1,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::3192,systemic scleroderma,HNRNPU,Disease,Gene
Disease::DOID:0050742,Disease - upregulates - Gene,Gene::1075,nicotine dependence,CTSC,Disease,Gene
Disease::DOID:0050742,Disease - upregulates - Gene,Gene::1798,nicotine dependence,DPAGT1,Disease,Gene
Disease::DOID:635,Disease - upregulates - Gene,Gene::1058,acquired immunodeficiency syndrome,CENPA,Disease,Gene
Disease::DOID:7148,Disease - upregulates - Gene,Gene::28985,rheumatoid arthritis,MCTS1,Disease,Gene
Disease::DOID:1324,Disease - upregulates - Gene,Gene::6833,lung cancer,ABCC8,Disease,Gene
Disease::DOID:2531,Disease - upregulates - Gene,Gene::10195,hematologic cancer,ALG3,Disease,Gene
Disease::DOID:7148,Disease - upregulates - Gene,Gene::343406,rheumatoid arthritis,OR10R2,Disease,Gene
Disease::DOID:986,Disease - upregulates - Gene,Gene::6657,alopecia areata,SOX2,Disease,Gene
Disease::DOID:9008,Disease - upregulates - Gene,Gene::26263,psoriatic arthritis,FBXO22,Disease,Gene
Disease::DOID:3393,Disease - upregulates - Gene,Gene::26958,coronary artery disease,COPG2,Disease,Gene
Disease::DOID:9008,Disease - upregulates - Gene,Gene::51399,psoriatic arthritis,TRAPPC4,Disease,Gene
Disease::DOID:8778,Disease - upregulates - Gene,Gene::87,Crohn's disease,ACTN1,Disease,Gene
Disease::DOID:13223,Disease - upregulates - Gene,Gene::51702,uterine fibroid,PADI3,Disease,Gene
Disease::DOID:7693,Disease - upregulates - Gene,Gene::283897,abdominal aortic aneurysm,C16orf54,Disease,Gene
Disease::DOID:8893,Disease - upregulates - Gene,Gene::4860,psoriasis,PNP,Disease,Gene
Disease::DOID:0050156,Disease - upregulates - Gene,Gene::80326,idiopathic pulmonary fibrosis,WNT10A,Disease,Gene
Disease::DOID:219,Disease - upregulates - Gene,Gene::7979,colon cancer,SHFM1,Disease,Gene
Disease::DOID:1793,Disease - upregulates - Gene,Gene::4627,pancreatic cancer,MYH9,Disease,Gene
Disease::DOID:332,Disease - upregulates - Gene,Gene::9754,amyotrophic lateral sclerosis,STARD8,Disease,Gene
Disease::DOID:14227,Disease - upregulates - Gene,Gene::1486,azoospermia,CTBS,Disease,Gene
Disease::DOID:1324,Disease - upregulates - Gene,Gene::9329,lung cancer,GTF3C4,Disease,Gene
Disease::DOID:1793,Disease - upregulates - Gene,Gene::1604,pancreatic cancer,CD55,Disease,Gene
Disease::DOID:1612,Disease - upregulates - Gene,Gene::83540,breast cancer,NUF2,Disease,Gene
Disease::DOID:3083,Disease - upregulates - Gene,Gene::1363,chronic obstructive pulmonary disease,CPE,Disease,Gene
Disease::DOID:1793,Disease - upregulates - Gene,Gene::10383,pancreatic cancer,TUBB4B,Disease,Gene
Disease::DOID:8893,Disease - upregulates - Gene,Gene::7083,psoriasis,TK1,Disease,Gene
Disease::DOID:8577,Disease - upregulates - Gene,Gene::1230,ulcerative colitis,CCR1,Disease,Gene
Disease::DOID:0050741,Disease - upregulates - Gene,Gene::1912,alcohol dependence,PHC2,Disease,Gene
Disease::DOID:986,Disease - upregulates - Gene,Gene::54558,alopecia areata,SPATA6,Disease,Gene
Disease::DOID:0050741,Disease - upregulates - Gene,Gene::25980,alcohol dependence,AAR2,Disease,Gene
Disease::DOID:7148,Disease - upregulates - Gene,Gene::919,rheumatoid arthritis,CD247,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::64793,systemic scleroderma,CEP85,Disease,Gene
Disease::DOID:2531,Disease - upregulates - Gene,Gene::54809,hematologic cancer,SAMD9,Disease,Gene
Disease::DOID:1793,Disease - upregulates - Gene,Gene::444,pancreatic cancer,ASPH,Disease,Gene
Disease::DOID:8893,Disease - upregulates - Gene,Gene::23474,psoriasis,ETHE1,Disease,Gene
Disease::DOID:635,Disease - upregulates - Gene,Gene::6737,acquired immunodeficiency syndrome,TRIM21,Disease,Gene
Disease::DOID:332,Disease - upregulates - Gene,Gene::7010,amyotrophic lateral sclerosis,TEK,Disease,Gene
Disease::DOID:219,Disease - upregulates - Gene,Gene::3692,colon cancer,EIF6,Disease,Gene
Disease::DOID:0050156,Disease - upregulates - Gene,Gene::26011,idiopathic pulmonary fibrosis,TENM4,Disease,Gene
Disease::DOID:7693,Disease - upregulates - Gene,Gene::942,abdominal aortic aneurysm,CD86,Disease,Gene
Disease::DOID:9008,Disease - upregulates - Gene,Gene::55857,psoriatic arthritis,KIZ,Disease,Gene
Disease::DOID:986,Disease - upregulates - Gene,Gene::6581,alopecia areata,SLC22A3,Disease,Gene
Disease::DOID:9970,Disease - upregulates - Gene,Gene::5175,obesity,PECAM1,Disease,Gene
Disease::DOID:7147,Disease - upregulates - Gene,Gene::11235,ankylosing spondylitis,PDCD10,Disease,Gene
Disease::DOID:1612,Disease - upregulates - Gene,Gene::2537,breast cancer,IFI6,Disease,Gene
Disease::DOID:1909,Disease - upregulates - Gene,Gene::55068,melanoma,ENOX1,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::90231,systemic scleroderma,KIAA2013,Disease,Gene
Disease::DOID:1909,Disease - upregulates - Gene,Gene::51154,melanoma,MRTO4,Disease,Gene
Disease::DOID:1909,Disease - upregulates - Gene,Gene::9122,melanoma,SLC16A4,Disease,Gene
Disease::DOID:0050741,Disease - upregulates - Gene,Gene::2168,alcohol dependence,FABP1,Disease,Gene
Disease::DOID:9206,Disease - upregulates - Gene,Gene::64750,Barrett's esophagus,SMURF2,Disease,Gene
Disease::DOID:2986,Disease - upregulates - Gene,Gene::9831,IgA glomerulonephritis,ZNF623,Disease,Gene
Disease::DOID:3083,Disease - upregulates - Gene,Gene::54504,chronic obstructive pulmonary disease,CPVL,Disease,Gene
Disease::DOID:9206,Disease - upregulates - Gene,Gene::1456,Barrett's esophagus,CSNK1G3,Disease,Gene
Disease::DOID:635,Disease - upregulates - Gene,Gene::2232,acquired immunodeficiency syndrome,FDXR,Disease,Gene
Disease::DOID:1324,Disease - upregulates - Gene,Gene::7350,lung cancer,UCP1,Disease,Gene
Disease::DOID:9206,Disease - upregulates - Gene,Gene::9052,Barrett's esophagus,GPRC5A,Disease,Gene
Disease::DOID:9206,Disease - upregulates - Gene,Gene::79782,Barrett's esophagus,LRRC31,Disease,Gene
Disease::DOID:219,Disease - upregulates - Gene,Gene::4316,colon cancer,MMP7,Disease,Gene
Disease::DOID:7148,Disease - upregulates - Gene,Gene::80256,rheumatoid arthritis,FAM214B,Disease,Gene
Disease::DOID:0050156,Disease - upregulates - Gene,Gene::55816,idiopathic pulmonary fibrosis,DOK5,Disease,Gene
Disease::DOID:332,Disease - upregulates - Gene,Gene::2591,amyotrophic lateral sclerosis,GALNT3,Disease,Gene
Disease::DOID:3083,Disease - upregulates - Gene,Gene::54496,chronic obstructive pulmonary disease,PRMT7,Disease,Gene
Disease::DOID:14330,Disease - upregulates - Gene,Gene::50809,Parkinson's disease,HP1BP3,Disease,Gene
Disease::DOID:2531,Disease - upregulates - Gene,Gene::1573,hematologic cancer,CYP2J2,Disease,Gene
Disease::DOID:14330,Disease - upregulates - Gene,Gene::1843,Parkinson's disease,DUSP1,Disease,Gene
Disease::DOID:986,Disease - upregulates - Gene,Gene::55766,alopecia areata,H2AFJ,Disease,Gene
Disease::DOID:263,Disease - upregulates - Gene,Gene::996,kidney cancer,CDC27,Disease,Gene
Disease::DOID:1612,Disease - upregulates - Gene,Gene::51176,breast cancer,LEF1,Disease,Gene
Disease::DOID:13223,Disease - upregulates - Gene,Gene::1800,uterine fibroid,DPEP1,Disease,Gene
Disease::DOID:2394,Disease - upregulates - Gene,Gene::6487,ovarian cancer,ST3GAL3,Disease,Gene
Disease::DOID:9008,Disease - upregulates - Gene,Gene::51351,psoriatic arthritis,ZNF117,Disease,Gene
Disease::DOID:0050742,Disease - upregulates - Gene,Gene::83875,nicotine dependence,BCO2,Disease,Gene
Disease::DOID:0050741,Disease - upregulates - Gene,Gene::3566,alcohol dependence,IL4R,Disease,Gene
Disease::DOID:332,Disease - upregulates - Gene,Gene::25976,amyotrophic lateral sclerosis,TIPARP,Disease,Gene
Disease::DOID:7148,Disease - upregulates - Gene,Gene::6715,rheumatoid arthritis,SRD5A1,Disease,Gene
Disease::DOID:1324,Disease - upregulates - Gene,Gene::1967,lung cancer,EIF2B1,Disease,Gene
Disease::DOID:263,Disease - upregulates - Gene,Gene::153733,kidney cancer,CCDC112,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::9497,systemic scleroderma,SLC4A7,Disease,Gene
Disease::DOID:7148,Disease - upregulates - Gene,Gene::240,rheumatoid arthritis,ALOX5,Disease,Gene
Disease::DOID:986,Disease - upregulates - Gene,Gene::54981,alopecia areata,NMRK1,Disease,Gene
Disease::DOID:2986,Disease - upregulates - Gene,Gene::65992,IgA glomerulonephritis,DDRGK1,Disease,Gene
Disease::DOID:986,Disease - upregulates - Gene,Gene::57465,alopecia areata,TBC1D24,Disease,Gene
Disease::DOID:1793,Disease - upregulates - Gene,Gene::4001,pancreatic cancer,LMNB1,Disease,Gene
Disease::DOID:14227,Disease - upregulates - Gene,Gene::136051,azoospermia,ZNF786,Disease,Gene
Disease::DOID:418,Disease - upregulates - Gene,Gene::57724,systemic scleroderma,EPG5,Disease,Gene
Disease::DOID:635,Disease - upregulates - Gene,Gene::3133,acquired immunodeficiency syndrome,HLA-E,Disease,Gene
